,title,area,height,dic,year,cost,price,chamber,hall,layers,addr_district,addr_detail,price_cor
4440,金阳易诚国际,111.07,高,东向,2012,200.0,18006,4,2,22,万家湾,金阳易诚国际培华路399号,18006.662465112095
3306,金阳易诚国际,111.07,高,东向,2012,200.0,18006,4,2,22,万家湾,金阳易诚国际培华路399号,18006.662465112095
1757,元益花园,111.33,低,西向,2015,205.0,18413,3,1,21,外光华,光华大道一段866号,18413.724961825203
363,元益花园,111.33,低,西向,2015,205.0,18413,3,1,21,外光华,光华大道一段866号,18413.724961825203
4474,龙湖翠微清波A区,111.37,低,东向,2007,235.0,21100,3,1,18,外金沙,龙湖翠微清波A区金福路419号,21100.835054323426
862,龙湖翠微清波A区,111.37,高,西南向,2014,238.0,21370,3,2,18,外金沙,金福路419号,21370.207416719044
1040,西子香荷,111.44,高,西向,2010,323.8,29055,3,2,33,内光华,西子香荷琼楼路99号,29055.99425699928
770,中铁西城,111.44,高,西向,2010,325.0,29163,3,2,33,万家湾,光华大道一段398号,29163.67552045944
2647,西子香荷,111.44,高,西向,2010,323.8,29055,3,2,33,内光华,西子香荷琼楼路99号,29055.99425699928
2733,西子香荷,111.44,高,西向,2010,323.8,29055,3,2,33,内光华,西子香荷琼楼路99号,29055.99425699928
2382,西子香荷,111.44,高,西向,2010,323.8,29055,3,2,33,内光华,西子香荷琼楼路99号,29055.99425699928
977,西子香荷,111.44,高,西向,2010,323.8,29055,3,2,33,内光华,西子香荷琼楼路99号,29055.99425699928
1071,斌升街5号院,111.52,高,东南向,2015,230.0,20624,3,2,7,天府广场,斌升街5号,20624.103299856528
4214,二十一世纪花园一期,111.81,高,北向,2003,170.0,15204,3,2,7,贝森,苏坡东路27号,15204.364546999373
200,二十一世纪花园一期,111.81,中,北向,2003,195.0,17440,3,2,7,贝森,苏坡东路27号,17440.300509793396
3538,太行瑞宏朗诗金沙城,111.0,低,东向,2018,288.0,25945,3,2,21,外金沙,百瑞二路338号,25945.945945945947
2103,上河新城,112.08,高,西北向,2014,172.0,15346,2,1,18,草市街,大安西路58号,15346.181299072092
3249,颐景园,112.15,高,东南向,2003,330.0,29424,3,2,5,杜甫草堂,百花巷24号,29424.87739634418
3698,颐景园,112.15,高,东南向,2003,330.0,29424,3,2,5,杜甫草堂,百花巷24号,29424.87739634418
898,水木光华,112.23,低,南北向,2014,205.9,18346,3,2,6,内光华,青羊大道16号,18346.25322997416
1937,冠城花园三期,112.29,高,南向,2008,338.0,30100,3,2,20,天府广场,小南街123号,30100.63229138837
3561,芙蓉花园,112.2,中,东向,1998,185.0,16488,2,2,8,天府广场,芙蓉花园西安北路2号,16488.413547237076
3340,芙蓉花园,112.2,中,东向,1998,185.0,16488,2,2,8,天府广场,芙蓉花园西安北路2号,16488.413547237076
4038,芙蓉花园,112.2,中,东向,1998,185.0,16488,2,2,8,天府广场,芙蓉花园西安北路2号,16488.413547237076
1299,中华家园西区,112.57,中,南向,2014,235.0,20875,3,1,7,内光华,家园路17号,20875.899440348232
1488,阳城心灵家园,112.5,高,北向,2013,223.0,19822,3,1,20,万家湾,青羊区培华路312号,19822.222222222223
3653,优品道四期,112.64,高,南向,2013,448.0,39772,4,2,31,贝森,优品道四期优品街77号,39772.72727272727
2419,金阳易诚国际,112.6,高,东南向,2014,235.0,20870,4,2,22,万家湾,培华路399号,20870.337477797515
2266,优品道二期,112.72,中,东南向,2010,330.0,29276,3,2,11,贝森,优品道二期青羊大道99号,29276.08232789212
2450,盛世草堂,112.93,高,北向,2008,245.0,21694,3,2,21,杜甫草堂,二环路西二段10号,21694.855220047815
204,金沙兰亭,112.95,低,东北向,2015,260.0,23019,3,2,16,内金沙,金泽路1号(金沙遗址正门附近),23019.034971226207
1496,碧华邻,112.98,高,东南向,2015,274.0,24252,3,2,18,内光华,东坡北三路99号,24252.080014161795
1397,天邑花园,112.0,低,南向,2006,229.0,20446,3,1,10,西南财大,二环路西一段99号,20446.428571428572
2389,四道街24号院,112.0,高,南向,2015,190.0,16964,3,1,7,顺城街,四道街24号,16964.285714285714
3662,龙湖翠微清波A区,112.0,低,西南向,2008,238.0,21250,3,2,18,外金沙,金福路419号,21250.0
986,元益花园,113.03,高,北向,2014,235.0,20790,3,1,21,外光华,光华大道一段866号,20790.94045828541
1235,元益花园,113.03,高,北向,2014,235.0,20790,3,1,21,外光华,光华大道一段866号,20790.94045828541
2932,光华欣苑,113.08,高,东向,2015,263.0,23257,3,1,20,外光华,光华北六路211号,23257.870534135127
3511,保利金香槟,113.21,低,北向,2012,256.0,22612,3,2,18,外金沙,保利金香槟蜀鑫路105号,22612.843388393252
4337,保利金香槟,113.21,低,北向,2012,256.0,22612,3,2,18,外金沙,保利金香槟蜀鑫路105号,22612.843388393252
2674,二十一世纪花园一期,113.35,高,南向,2003,185.0,16321,3,2,7,贝森,苏坡东路27号,16321.129245699161
2965,二十一世纪花园一期,113.35,高,南向,2003,185.0,16321,3,2,7,贝森,苏坡东路27号,16321.129245699161
1938,二十一世纪花园一期,113.35,高,南向,2003,185.0,16321,3,2,7,贝森,苏坡东路27号,16321.129245699161
2312,中铁西城,113.52,中,西向,2012,335.0,29510,4,2,18,万家湾,光华大道一段398号,29510.218463706835
2299,中铁西城,113.52,中,西向,2012,335.0,29510,4,2,18,万家湾,光华大道一段398号,29510.218463706835
1317,时代尊城,113.62,中,东南向,2007,295.0,25963,3,1,18,内光华,东坡路399号,25963.738778384086
3290,光华欣苑,113.62,中,西向,2015,262.8,23129,3,2,20,外光华,光华北六路211号,23129.730681218094
90,时代尊城,113.62,中,东南向,2007,295.0,25963,3,1,18,内光华,东坡路399号,25963.738778384086
68,时代尊城,113.62,中,东南向,2007,295.0,25963,3,1,18,内光华,东坡路399号,25963.738778384086
2264,保利金香槟,113.0,中,西北向,2015,285.0,25221,3,2,18,外金沙,蜀鑫路105号,25221.2389380531
311,保利金香槟,113.0,中,西北向,2015,285.0,25221,3,2,18,外金沙,蜀鑫路105号,25221.2389380531
2036,生活立方,113.0,高,东南向,2006,265.0,23451,3,1,11,贝森,贝森南路8号,23451.327433628318
365,二十一世纪花园三期,114.63,高,东向,2003,206.0,17970,3,2,7,贝森,贝森路111号,17970.86277588764
2809,二十一世纪花园三期,114.63,高,东向,2003,206.0,17970,3,2,7,贝森,贝森路111号,17970.86277588764
3937,二十一世纪花园三期,114.0,中,南向,2014,210.0,18421,3,2,8,贝森,贝森路111号,18421.052631578947
1386,米兰香洲,114.0,中,东南向,2007,205.0,17982,3,2,18,外金沙,滨河路104号(苏坡立交旁),17982.456140350878
3420,二十一世纪花园三期,114.0,中,南向,2014,210.0,18421,3,2,8,贝森,贝森路111号,18421.052631578947
2976,米兰香洲,114.0,中,东南向,2007,205.0,17982,3,2,18,外金沙,滨河路104号(苏坡立交旁),17982.456140350878
3609,二十一世纪花园三期,114.0,中,南向,2014,210.0,18421,3,2,8,贝森,贝森路111号,18421.052631578947
422,元益花园,114.0,低,西向,2014,178.5,15657,3,2,21,外光华,光华大道一段866号,15657.894736842107
1351,元益花园,114.0,高,南北向,2012,188.8,16561,3,2,21,外光华,光华大道一段866号,16561.40350877193
3610,蓝光凯丽美域,115.19,高,东向,2010,298.0,25870,3,2,31,内金沙,蓝光凯丽美域金祥路55号,25870.30124142721
3049,中铁西城,115.25,中,南向,2012,300.0,26030,3,2,18,万家湾,光华大道一段398号,26030.368763557482
1919,中铁西城,115.25,中,南向,2012,300.0,26030,3,2,18,万家湾,光华大道一段398号,26030.368763557482
789,中铁西城,115.25,中,南向,2012,300.0,26030,3,2,18,万家湾,光华大道一段398号,26030.368763557482
2498,中铁西城,115.25,中,南向,2012,300.0,26030,3,2,18,万家湾,光华大道一段398号,26030.368763557482
3991,广厦公寓,115.28,高,东南向,1999,143.0,12404,3,2,7,石人小区,石人北路51号,12404.580152671755
1265,恒大广场,115.37,中,南向,2016,500.0,43338,3,1,53,天府广场,天府广场提督街99号(近中国建设银行总部)),43338.82291756955
2694,恒大广场,115.48,低,东南向,2015,398.0,34464,3,2,53,天府广场,天府广场提督街99号(近中国建设银行总部)),34464.842396951855
1811,中铁西城,115.48,高,南向,2012,330.0,28576,4,2,18,万家湾,光华大道一段398号,28576.376861794248
1469,万科金色领域,115.51,中,东南向,2014,273.5,23677,4,1,24,万家湾,光华南三路88号,23677.60367067786
1070,万科金色领域,115.51,中,东南向,2014,273.5,23677,4,1,24,万家湾,光华南三路88号,23677.60367067786
2087,元益花园,115.52,中,北向,2014,184.0,15927,3,1,21,外光华,光华大道一段866号,15927.97783933518
772,天邑花园,115.83,高,西向,2014,220.0,18993,3,1,15,西南财大,二环路西一段99号,18993.35232668566
1966,天邑花园,115.83,高,西向,2014,220.0,18993,3,1,15,西南财大,二环路西一段99号,18993.35232668566
3089,万科金色领域,115.0,中,东南向,2012,275.0,23913,4,1,24,万家湾,光华南三路88号,23913.043478260868
146,锦花苑,116.11,中,北向,2002,156.0,13435,3,2,7,内金沙,锦花苑锦翠南路1号,13435.535268280079
886,红庙子街67号院,116.16,中,东南向,2015,152.0,13085,3,2,7,顺城街,红庙子街67号,13085.399449035813
662,红庙子街67号院,116.16,中,东南向,2015,152.0,13085,3,2,7,顺城街,红庙子街67号,13085.399449035813
2832,红庙子街67号院,116.16,中,东南向,2015,152.0,13085,3,2,7,顺城街,红庙子街67号,13085.399449035813
417,中铁西城,116.1,中,西南向,2012,335.0,28854,4,2,9,万家湾,光华大道一段398号,28854.435831180017
2542,中大君悦金沙一期,116.23,高,东南向,2008,289.0,24864,3,2,18,内金沙,中大君悦金沙一期蜀辉路19号,24864.492815968337
4659,中大君悦金沙一期,116.23,中,东南向,2008,289.0,24864,3,2,18,内金沙,中大君悦金沙一期蜀辉路19号,24864.492815968337
1093,贝森园,116.38,中,南向,2015,135.0,11599,3,1,7,贝森,贝森路336号,11599.93125966661
1783,鼓楼世家,116.38,高,西北向,2008,232.0,19934,3,1,32,顺城街,鼓楼南街20号,19934.696683278915
2580,冠城花园三期,116.42,高,东南向,2008,265.0,22762,3,2,20,天府广场,小南街123号,22762.411956708467
3204,中大君悦金沙五期,116.43,高,南北向,2012,320.0,27484,3,2,23,内金沙,中大君悦金沙五期蜀辉路8号,27484.32534570128
1445,金阳易诚国际,116.55,高,南向,2014,228.0,19562,3,2,22,万家湾,培华路399号,19562.419562419564
194,合能西贵金沙,116.6,低,西北向,2013,360.0,30874,3,2,15,内金沙,金沙遗址路88号,30874.785591766726
15,金沙云庭,116.83,高,南向,2012,390.0,33381,3,2,13,内金沙,金沙云庭金阳路152号,33381.83685697167
3198,金沙云庭,116.83,高,南向,2012,390.0,33381,3,2,13,内金沙,金沙云庭金阳路152号,33381.83685697167
4612,金沙云庭,116.83,中,南向,2012,400.0,34237,3,2,13,内金沙,金沙云庭金阳路152号,34237.78139176581
3487,金沙云庭,116.83,高,南向,2012,390.0,33381,3,2,13,内金沙,金沙云庭金阳路152号,33381.83685697167
4538,金沙云庭,116.83,高,南向,2012,390.0,33381,3,2,13,内金沙,金沙云庭金阳路152号,33381.83685697167
2700,香槟花园,116.91,中,北向,2005,270.0,23094,3,2,6,内光华,瑞联路33号,23094.688221709006
4597,金沙西园三期,116.0,高,南向,2010,270.0,23275,3,2,11,内金沙,金沙西园三期金阳路112号,23275.862068965514
3818,祥域,116.0,中,西南向,2009,335.0,280879,3,2,26,内金沙,金凤路1号(金沙车站附近),28879.310344827583
425,中铁西城,116.0,中,西向,2012,335.0,28879,3,2,18,万家湾,光华大道一段398号,28879.310344827583
2760,金阳易诚国际,117.24,高,北向,2015,200.0,17059,4,1,22,万家湾,培华路399号,17059.0242238144
1360,东立清水河畔,117.3,高,西南向,2008,165.0,14066,3,2,23,外金沙,金福南路55号,14066.496163682865
815,东立清水河畔,117.3,中,东南向,2008,170.0,14492,3,2,23,外金沙,金福南路55号,14492.753623188406
1941,东立清水河畔,117.3,中,东南向,2008,170.0,14492,3,2,23,外金沙,金福南路55号,14492.753623188406
2702,东立清水河畔,117.3,中,东南向,2008,170.0,14492,3,2,23,外金沙,金福南路55号,14492.753623188406
4660,龙湖翠微清波A区,117.43,中,西向,2007,242.0,20608,3,2,18,外金沙,金福路419号,20608.021800221406
2686,瑞通凯域,117.48,低,东南向,2015,288.0,24514,4,2,11,贝森,东顺街164号,24514.811031664965
2755,瑞通凯域,117.48,低,东南向,2015,288.0,24514,4,2,11,贝森,东顺街164号,24514.811031664965
995,西安中路39号院,117.76,高,东向,2020,138.0,11718,3,2,7,天府广场,西安中路39号,11718.75
1641,西安中路39号院,117.76,高,东向,2020,138.0,11718,3,2,7,天府广场,西安中路39号,11718.75
938,西安中路39号院,117.76,高,东向,2020,138.0,11718,3,2,7,天府广场,西安中路39号,11718.75
3285,金沙西园一期,117.84,高,东南向,2005,310.0,26306,3,2,6,内金沙,金沙西园一期金阳路79号,26306.856754921926
3463,金沙西园一期,117.84,高,东南向,2005,310.0,26306,3,2,6,内金沙,金沙西园一期金阳路79号,26306.856754921926
3150,东立光华杏林,117.88,高,北向,2010,175.0,14845,3,2,21,万家湾,同辉南路256号,14845.60570071259
2767,东立光华杏林,117.88,低,北向,2010,200.0,16966,3,2,21,万家湾,同辉南路256号,16966.4065151001
354,世纪金沙一期,117.89,高,东北向,2009,277.0,23496,4,2,24,内金沙,世纪金沙一期,23496.479769276448
4745,世纪金沙二期,117.89,高,东北向,2009,275.0,23326,4,2,24,内金沙,世纪金沙二期蜀辉路230号,23326.830095852067
655,世纪金沙一期,117.89,高,东北向,2009,277.0,23496,4,2,24,内金沙,世纪金沙一期,23496.479769276448
727,龙湖翠微清波A区,117.96,中,南北向,2015,262.0,22210,3,2,18,外金沙,金福路419号,22210.918955578163
3039,龙湖翠微清波A区,117.96,中,南北向,2015,262.0,22210,3,2,18,外金沙,金福路419号,22210.918955578163
3652,二十一世纪花园一期,117.98,高,西向,2003,178.0,15087,3,2,8,贝森,苏坡东路27号,15087.302932700457
3391,世纪金沙二期,117.99,中,东北向,2007,265.0,22459,3,2,24,内金沙,世纪金沙二期蜀辉路230号,22459.530468683784
2646,世纪金沙一期,117.99,中,东北向,2015,265.0,22459,3,2,24,内金沙,蜀辉路235号(城西青羊大道金沙遗址旁),22459.530468683784
2901,卧龙晓城,117.9,中,东向,2015,178.0,15097,3,1,6,贝森,青羊大道288号,15097.540288379983
3319,中大君悦金沙五期,117.0,高,南北向,2013,305.0,26068,3,2,26,内金沙,中大君悦金沙五期蜀辉路8号,26068.37606837607
2050,培风小区,117.0,高,南北向,2008,116.8,9982,3,2,6,外光华,双星大道培风路80号,9982.905982905982
4616,文庙西街39号院,117.0,中,南北向,2015,230.0,19658,3,2,7,天府广场,文庙西街39号,19658.119658119656
523,世纪金沙二期,117.0,中,东南向,2007,260.0,22222,3,2,24,内金沙,世纪金沙二期蜀辉路230号,22222.222222222223
4551,中大君悦金沙一期,117.0,高,南北向,2000,295.0,25213,3,2,20,内金沙,中大君悦金沙一期蜀辉路19号,25213.67521367521
650,博瑞都市花园,117.0,中,南向,2003,325.0,27777,3,2,9,贝森,青羊大道101号,27777.777777777777
2781,世纪金沙二期,117.0,中,东南向,2007,260.0,22222,3,2,24,内金沙,世纪金沙二期蜀辉路230号,22222.222222222223
3002,世纪金沙二期,117.0,中,东南向,2007,260.0,22222,3,2,24,内金沙,世纪金沙二期蜀辉路230号,22222.222222222223
1603,长城园,117.0,中,西北向,2015,270.0,23076,3,1,18,天府广场,小南街69号,23076.923076923074
2437,长城园,117.0,中,西北向,2015,270.0,23076,3,1,18,天府广场,小南街69号,23076.923076923074
345,东立光华杏林,118.04,中,南向,2010,240.0,20332,4,1,21,万家湾,同辉南路256号,20332.090816672313
1413,东立光华杏林,118.06,中,南北向,2010,188.0,15924,3,2,21,万家湾,同辉南路256号,15924.106386583093
2830,东立光华杏林,118.06,中,南北向,2010,188.0,15924,3,2,21,万家湾,同辉南路256号,15924.106386583093
3857,龙湖翠微清波A区,118.22,低,南向,2007,245.0,20724,3,2,18,外金沙,龙湖翠微清波A区金福路419号,20724.073760784977
4596,龙湖翠微清波A区,118.22,低,南向,2007,245.0,20724,3,2,18,外金沙,龙湖翠微清波A区金福路419号,20724.073760784977
4456,龙湖翠微清波A区,118.22,低,南向,2007,245.0,20724,3,2,18,外金沙,龙湖翠微清波A区金福路419号,20724.073760784977
4166,龙湖翠微清波A区,118.22,低,南向,2007,245.0,20724,3,2,18,外金沙,龙湖翠微清波A区金福路419号,20724.073760784977
2628,二十一世纪花园一期,118.35,中,西向,2003,177.0,14955,3,2,8,贝森,苏坡东路27号,14955.640050697086
818,二十一世纪花园一期,118.35,中,西向,2003,177.0,14955,3,2,8,贝森,苏坡东路27号,14955.640050697086
819,东立清水河畔,118.36,低,西南向,2008,165.0,13940,3,2,23,外金沙,金福南路55号,13940.520446096654
161,东立清水河畔,118.36,低,西南向,2008,165.0,13940,3,2,23,外金沙,金福南路55号,13940.520446096654
2111,锦都,118.41,高,东南向,2014,430.0,36314,3,2,24,顺城街,通惠门路3号,36314.5004644878
1402,东立清水河畔,118.42,高,南向,2008,165.0,13933,3,2,23,外金沙,金福南路55号,13933.4571862861
1678,东立清水河畔,118.42,中,南向,2008,156.0,13173,3,2,23,外金沙,金福南路55号,13173.450430670495
3307,金沙园二期,118.59,中,东北向,2004,236.0,19900,2,2,11,内金沙,金沙园二期青羊大道209号,19900.49751243781
1274,金沙园二期,118.59,低,东北向,2015,265.0,22345,2,2,11,内金沙,青羊大道209号,22345.89763049161
2371,金沙园二期,118.59,低,东北向,2015,265.0,22345,2,2,11,内金沙,青羊大道209号,22345.89763049161
3146,金沙园二期,118.59,低,东北向,2015,265.0,22345,2,2,11,内金沙,青羊大道209号,22345.89763049161
